medicineID,companyName,productName,Tag
916,"NOVA QUIMICA FARMACEUTICA S/A","CLORIDRATO DE SERTRALINA",Costly
917,"UCB BIOPHARMA LTDA.","INTRAGAM P",Affordable
918,"NOVA QUIMICA FARMACEUTICA S/A","DICLOFENACO POTASSICO",Affordable
926,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",CAPTOPRIL,Affordable
977,"CIFARMA CIENTIFICA FARMACEUTICA LTDA",CICLOFEMME,Affordable
990,"BAXTER HOSPITALAR LTDA",OLICLINOMEL,Affordable
1062,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",NEVRALGEX,Affordable
1080,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1085,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1087,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1104,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE FLUOXETINA",Affordable
1110,"SANOFI MEDLEY FARMACEUTICA LTDA.","DIMETICONA + METILBROMETO DE HOMATROPINA",Affordable
1111,"SANOFI MEDLEY FARMACEUTICA LTDA.","DIMETICONA + METILBROMETO DE HOMATROPINA",Affordable
1117,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE AMITRIPTILINA",Affordable
1126,"SANOFI MEDLEY FARMACEUTICA LTDA.",FINASTERIDA,Affordable
1128,"SANOFI MEDLEY FARMACEUTICA LTDA.",NORFLOXACINO,Affordable
1206,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE SERTRALINA",Affordable
1214,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1246,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1247,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1248,"SANOFI MEDLEY FARMACEUTICA LTDA.","CLORIDRATO DE METFORMINA",Affordable
1350,"FRESENIUS KABI BRASIL LTDA",PLASMASTERIL,Affordable
1363,"FRESENIUS KABI BRASIL LTDA",PLASMASTERIL,Affordable
1365,"FRESENIUS KABI BRASIL LTDA","PURISOLE SM",Affordable
1431,"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",BLENOXANE,Affordable
1450,"UCB BIOPHARMA LTDA.",ZOLIDAM,Affordable
1451,"UCB BIOPHARMA LTDA.",UTORAL,Affordable
1453,"UCB BIOPHARMA LTDA.",ZOLIDAM,Affordable
1492,"UCB BIOPHARMA LTDA.",UNITREXATE,Affordable
1493,"UCB BIOPHARMA LTDA.",UNITREXATE,Affordable
1524,"SANOFI-SYNTHELABO FARMACEUTICA LTDA",PRIMACOR,Affordable
1539,"UCB BIOPHARMA LTDA.",DOBUTIL,Affordable
1540,"UCB BIOPHARMA LTDA.",DOBUTIL,Affordable
1541,"UCB BIOPHARMA LTDA.","IOR EPOCIM",Affordable
1611,"BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA",METFORM,Affordable
1638,"UCB BIOPHARMA LTDA.",ZOLIDAM,Affordable
1660,"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",TAXOL,Costly
1661,"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",PLATIRAN,Affordable
1676,"UCB BIOPHARMA LTDA.",SANDOGLOBULINA,Affordable
1725,"NOVA QUIMICA FARMACEUTICA S/A",CEFALEXINA,Costly
1731,"SANOFI-SYNTHELABO FARMACEUTICA LTDA",ELOXATIN,Costly
1733,"SANOFI-SYNTHELABO FARMACEUTICA LTDA",ELOXATIN,Costly
1765,"UCB BIOPHARMA LTDA.",ZOLIDAM,Affordable
1767,"NOVA QUIMICA FARMACEUTICA S/A",CEFALEXINA,Costly
1769,"NOVA QUIMICA FARMACEUTICA S/A","CLORIDRATO DE FLUOXETINA",Affordable
1787,"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",NEXVEP,Affordable
1793,"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",FUNGIZON,Affordable
1850,"NOVA QUIMICA FARMACEUTICA S/A",AMOXICILINA,Affordable
1852,"UCB BIOPHARMA LTDA.",VINRACINE,Affordable
1855,"NOVA QUIMICA FARMACEUTICA S/A","AMOXICILINA + CLAVULANATO DE POTASSIO",Costly
1895,"NOVA QUIMICA FARMACEUTICA S/A","BESILATO DE ANLODIPINO",Affordable
1897,"NOVA QUIMICA FARMACEUTICA S/A","BESILATO DE ANLODIPINO",Costly
1899,"NOVA QUIMICA FARMACEUTICA S/A","BESILATO DE ANLODIPINO",Affordable
1934,"NOVA QUIMICA FARMACEUTICA S/A",AZITROMICINA,Costly
2140,"LABORATORIOS PFIZER LTDA","BEXTRA IM/IV",Affordable
2147,"LABORATORIOS LIBRA DO BRASIL LTDA",LIBRACTAM,Affordable
2148,"LABORATORIOS LIBRA DO BRASIL LTDA",LIFOLIN,Affordable
2150,"LABORATORIOS LIBRA DO BRASIL LTDA",LIBOXAL,Costly
2165,"WYETH INDUSTRIA FARMACEUTICA LTDA",DIMETAPP,Affordable
2173,"WYETH INDUSTRIA FARMACEUTICA LTDA","MAGNESIA BISURADA",Affordable
2181,"LABORATORIOS PFIZER LTDA","FARMORUBICINA CS",Affordable
2187,"LABORATORIOS LIBRA DO BRASIL LTDA",CLAVUTAM,Affordable
2188,"LABORATORIOS OSORIO DE MORAES LTDA",SORUM,Affordable
2189,"LABORATORIOS LIBRA DO BRASIL LTDA",LIBRACTAM,Affordable
2191,"LABORATORIOS LIBRA DO BRASIL LTDA",PIPERAZAM,Affordable
2218,"LABORATORIOS PFIZER LTDA","FARMORUBICINA CS",Affordable
2224,"LABORATORIOS PFIZER LTDA","FARMORUBICINA CS",Costly
2226,"LABORATORIOS LIBRA DO BRASIL LTDA",LIBRATECAM,Costly
2229,"LABORATORIOS LIBRA DO BRASIL LTDA",CLAVUTAM,Affordable
2239,"LABORIS FARMACEUTICA LTDA",LABOPRIL,Affordable
2264,"LABORATORIOS OSORIO DE MORAES LTDA",PROPRANOLOM,Costly
2270,"LABORATORIOS OSORIO DE MORAES LTDA",THYLOM,Affordable
2273,"LABORATORIOS OSORIO DE MORAES LTDA",MULTIELMIN,Affordable
2274,"LABORATORIOS OSORIO DE MORAES LTDA",MULTIELMIN,Affordable
2275,"LABORATORIOS LIBRA DO BRASIL LTDA",LIFOS,Affordable
2277,"LABORATORIOS LIBRA DO BRASIL LTDA",LITREXATE,Affordable
2289,"LABORATORIOS PFIZER LTDA","VINCIZINA CS",Affordable
2303,"LABORATORIOS PFIZER LTDA","ADRIBLASTINA RD",Affordable
2304,"LABORATORIOS PFIZER LTDA","ADRIBLASTINA RD",Affordable
2308,"LABORATORIOS PFIZER LTDA","DALACIN C",Affordable
2335,"LABORATORIOS PFIZER LTDA",ZAVEDOS,Costly
2346,"LABORATORIOS PFIZER LTDA",DAUNOBLASTINA,Affordable
2409,"LIBBS FARMACEUTICA LTDA",ADENOCARD,Affordable
2423,"LABORIS FARMACEUTICA LTDA",ZIDIMAX,Affordable
2428,"LABORATORIOS PFIZER LTDA",CAMPTOSAR,Costly
2429,"LABORATORIOS PFIZER LTDA",ZOLTEC,Costly
2449,"LABORATORIOS PFIZER LTDA",QUEMICETINA,Affordable
2457,"WYETH INDUSTRIA FARMACEUTICA LTDA","CALTRATE 600 + D",Affordable
2458,"WYETH INDUSTRIA FARMACEUTICA LTDA","CALTRATE 600 + D",Affordable
2490,"LIBBS FARMACEUTICA LTDA",FAULDCITA,Affordable
2493,"WYETH INDUSTRIA FARMACEUTICA LTDA","PREVENAR 13",Affordable
2532,"LABORATORIOS PFIZER LTDA",UNASYN,Costly
2595,"LABORIS FARMACEUTICA LTDA",LABOPRIL,Affordable
2597,"LABORIS FARMACEUTICA LTDA",METILVITA,Affordable
2600,"LABORATORIOS PFIZER LTDA","PLATISTINE CS",Affordable
2602,"LABORATORIOS PFIZER LTDA","PLATISTINE CS",Affordable
2603,"LABORATORIOS PFIZER LTDA","PLATAMINE CS",Affordable
2605,"LABORATORIOS PFIZER LTDA","PLATAMINE CS",Affordable
2626,"LIBBS FARMACEUTICA LTDA",MUVINOR,Affordable
2638,"WYETH INDUSTRIA FARMACEUTICA LTDA",MATERNA,Affordable
2681,"WYETH INDUSTRIA FARMACEUTICA LTDA","MAGNESIA BISURADA",Affordable
2699,"LABORATORIOS PFIZER LTDA","MIANTREX CS",Affordable
2700,"LABORATORIOS PFIZER LTDA","MIANTREX CS",Affordable
2773,"MANTECORP INDUSTRIA QUIMICA E FARMACEUTICA S.A.",ALIVIUM,Affordable
2779,"LABORATORIOS PFIZER LTDA","ARACYTIN CS",Affordable
2780,"LABORATORIOS PFIZER LTDA","ARACYTIN CS",Affordable
2781,"LABORATORIOS PFIZER LTDA",ARACYTIN,Affordable
2822,"PRATI DONADUZZI & CIA LTDA",METRONIDAZOL,Affordable
2837,"LABORIS FARMACEUTICA LTDA",BESFLOX,Affordable
2838,"LIBBS FARMACEUTICA LTDA",FAULDPAMI,Costly
2839,"LIBBS FARMACEUTICA LTDA",FAULDFLUOR,Affordable
2840,"LIBBS FARMACEUTICA LTDA",FAULDACAR,Affordable
2841,"LIBBS FARMACEUTICA LTDA",FAULDACAR,Affordable
2843,"LIBBS FARMACEUTICA LTDA",FAULDCITA,Affordable
2844,"LIBBS FARMACEUTICA LTDA",FAULDCITA,Affordable
2881,"LIBBS FARMACEUTICA LTDA",GENLIBBS,Affordable
2882,"LIBBS FARMACEUTICA LTDA",FLUDALIBBS,Costly
2884,"LIBBS FARMACEUTICA LTDA",OXALIBBS,Costly
2886,"LIBBS FARMACEUTICA LTDA",FAULDFLUOR,Affordable
2888,"LIBBS FARMACEUTICA LTDA",FAULDFLUOR,Affordable
2889,"LIBBS FARMACEUTICA LTDA",FAULDOXO,Affordable
2891,"LIBBS FARMACEUTICA LTDA",FAULDLEUCO,Affordable
2926,"LIBBS FARMACEUTICA LTDA",FAULDVINCRI,Affordable
2937,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",AZITROPHAR,Costly
2938,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",AZITROPHAR,Costly
2948,"NOVARTIS BIOCIENCIAS S.A",XOLAIR,Costly
2950,"NOVARTIS BIOCIENCIAS S.A",VENORUTON,Affordable
2995,"NOVARTIS BIOCIENCIAS S.A",ZADITEN,Affordable
3030,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",AZITROPHAR,Costly
3107,"BIOSINTETICA FARMACEUTICA LTDA",LABORSAN,Affordable
3123,"LIBBS FARMACEUTICA LTDA",FAULDCARBO,Costly
3126,"LIBBS FARMACEUTICA LTDA",FAULDCARBO,Costly
3128,"LIBBS FARMACEUTICA LTDA",FAULDCISPLA,Affordable
3129,"LIBBS FARMACEUTICA LTDA",IRINOLIBBS,Costly
3152,"PANAMERICAN MEDICAL SUPPLY SUPRIMENTOS MEDICOS LTDA","KAMRHO D",Affordable
3161,"LIBBS FARMACEUTICA LTDA",DOCELIBBS,Costly
3162,"LIBBS FARMACEUTICA LTDA",DOCELIBBS,Costly
3172,"LIBBS FARMACEUTICA LTDA",OMEPRAZOL,Affordable
3213,"LIBBS FARMACEUTICA LTDA",ONTAX,Costly
3215,"LIBBS FARMACEUTICA LTDA",ONTAX,Costly
3217,"LIBBS FARMACEUTICA LTDA",ONTAX,Costly
3224,"NOVARTIS BIOCIENCIAS S.A",SIMULECT,Costly
3241,"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",ESTANDRON-P,Affordable
3264,"NOVARTIS BIOCIENCIAS S.A",SYNTOCINON,Affordable
3274,"NOVARTIS BIOCIENCIAS S.A","VOLTAREN RETARD",Affordable
3325,"NOVARTIS BIOCIENCIAS S.A",TONOPAN,Affordable
3332,"LIBBS FARMACEUTICA LTDA",FAULDCITA,Affordable
3404,"OPHTHALMOS S/A",PILOSOL,Affordable
3408,"OPHTHALMOS S/A",PILOSOL,Affordable
3416,"LIBBS FARMACEUTICA LTDA",FAULDMETRO,Costly
3417,"LIBBS FARMACEUTICA LTDA",FAULDMETRO,Affordable
3419,"LIBBS FARMACEUTICA LTDA",FAULDMETRO,Affordable
3437,"PHARLAB INDUSTRIA FARMACEUTICA S.A.","CLORIDRATO DE PROPRANOLOL",Affordable
3438,"PHARLAB INDUSTRIA FARMACEUTICA S.A.","CLORIDRATO DE PROPRANOLOL",Affordable
3442,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",DIGOXINA,Affordable
3473,"LABORATORIOS FERRING LTDA",DDAVP,Costly
3475,"LABORATORIOS FERRING LTDA",DDAVP,Costly
3476,"LABORATORIOS FERRING LTDA",DDAVP,Affordable
3477,"LABORATORIOS FERRING LTDA",DDAVP,Affordable
3490,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",CAPTOSEN,Affordable
3492,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",CAPTOSEN,Affordable
3493,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",CAPTOSEN,Affordable
3574,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",ATENOLOL,Affordable
3576,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",ATENOLOL,Affordable
3578,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",ATENOLOL,Affordable
3585,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",KLARITRIL,Costly
3590,"EUROFARMA LABORATORIOS S.A.",CITAB,Affordable
3625,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",NEBACTRINA,Affordable
3628,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",RANITZEN,Affordable
3633,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",VERDAZOL,Affordable
3637,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO DE GLICOSE",Affordable
3640,"EUROFARMA LABORATORIOS S.A.",FLUORURACILA,Affordable
3666,"PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI",NEOSALDOR,Affordable
3677,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",CETOCONAZOL,Affordable
3707,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",GYNO-DAKNAX,Affordable
3709,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",GLIFORMIL,Affordable
3717,"PRATI DONADUZZI & CIA LTDA",ESPECTROPRIMA,Affordable
3718,"PRATI DONADUZZI & CIA LTDA",DICLONATRIUM,Affordable
3719,"PRATI DONADUZZI & CIA LTDA",CLEANBAC,Affordable
3756,"PRATI DONADUZZI & CIA LTDA",BETAMETASONA,Affordable
3762,"PRATI DONADUZZI & CIA LTDA",ESPECTROPRIMA,Affordable
3784,"BIOSINTETICA FARMACEUTICA LTDA",BIOEZULEN,Costly
3785,"BIOSINTETICA FARMACEUTICA LTDA",BIOEZULEN,Costly
3797,"PRATI DONADUZZI & CIA LTDA",DICLONATRIUM,Affordable
3798,"PRATI DONADUZZI & CIA LTDA",BETAMETASONA,Affordable
3800,"PRATI DONADUZZI & CIA LTDA",DUZIMICIN,Affordable
3842,"PRATI DONADUZZI & CIA LTDA",CETOCONAZOL,Affordable
3843,"PRATI DONADUZZI & CIA LTDA",ALBENDAZOL,Affordable
3851,"GLENMARK FARMACEUTICA LTDA",OXALIPLATINA,Costly
3852,"GLENMARK FARMACEUTICA LTDA",OXALIPLATINA,Costly
3853,"GLENMARK FARMACEUTICA LTDA",PACLITAXEL,Costly
3854,"GLENMARK FARMACEUTICA LTDA",PACLITAXEL,Costly
3855,"GLENMARK FARMACEUTICA LTDA",PACLITAXEL,Costly
3856,"GLENMARK FARMACEUTICA LTDA",PACLITAXEL,Affordable
3857,"GLENMARK FARMACEUTICA LTDA","CLORIDRATO DE DOXORRUBICINA",Affordable
3883,"PRATI DONADUZZI & CIA LTDA",CETOCONAZOL,Affordable
3885,"PRATI DONADUZZI & CIA LTDA",METRONIDAZOL,Affordable
3887,"PRATI DONADUZZI & CIA LTDA",DEXAMETASONA,Affordable
3888,"PRATI DONADUZZI & CIA LTDA","CLORIDRATO DE TERBINAFINA",Costly
3889,"PRATI DONADUZZI & CIA LTDA",METRONIDAZOL,Affordable
3891,"GLENMARK FARMACEUTICA LTDA","CLORIDRATO DE DOXORRUBICINA",Affordable
3894,"GLENMARK FARMACEUTICA LTDA",CARBOPLATINA,Affordable
3922,"PRATI DONADUZZI & CIA LTDA",METRONIDAZOL,Affordable
3944,"GLENMARK FARMACEUTICA LTDA",ETOPOSIDEO,Affordable
3945,"GLENMARK FARMACEUTICA LTDA","CEFTRIAXONA DISSODICA",Costly
3948,"GLENMARK FARMACEUTICA LTDA","CEFTRIAXONA DISSODICA",Costly
3949,"GLENMARK FARMACEUTICA LTDA",IFOSFAMIDA,Affordable
3969,"PRATI DONADUZZI & CIA LTDA",DEXAMETASONA,Affordable
3971,"PRATI DONADUZZI & CIA LTDA",METRONIDAZOL,Affordable
3982,"EUROFARMA LABORATORIOS S.A.","GANCICLOVIR SODICO",Costly
3986,"EUROFARMA LABORATORIOS S.A.",CIPROFLOXACINO,Affordable
3989,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO RINGER SIMPLES EQUIPLEX",Affordable
3995,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",DIGOX,Affordable
4010,"GLENMARK FARMACEUTICA LTDA","CEFUROXIMA SODICA",Costly
4015,"GLENMARK FARMACEUTICA LTDA",IFOSFAMIDA,Affordable
4016,"GLENMARK FARMACEUTICA LTDA",DOCETAXEL,Costly
4037,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",FUROSEN,Affordable
4052,"LABORATORIOS FERRING LTDA",PROPESS,Affordable
4055,"LABORATORIOS FERRING LTDA",TRACTOCILE,Affordable
4077,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",HIDROLESS,Affordable
4080,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",HIDROLESS,Affordable
4116,"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",ONICIT,Affordable
4131,"PHARLAB INDUSTRIA FARMACEUTICA S.A.",AZITROPHAR,Costly
4142,"BIOSINTETICA FARMACEUTICA LTDA",ACEBROFILINA,Affordable
4157,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","BICARBONATO DE SODIO",Affordable
4158,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO",Affordable
4159,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO",Affordable
4163,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",PINAZAN,Affordable
4164,"CHIESI FARMACEUTICA LTDA",ANGIOLONG,Affordable
4179,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO RINGER COM LACTATO",Affordable
4182,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO RINGER COM LACTATO",Affordable
4184,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA",METRONIDAZOL,Affordable
4201,"EUROFARMA LABORATORIOS S.A.","AGUA PARA INJETAVEIS",Affordable
4202,"EUROFARMA LABORATORIOS S.A.","AGUA PARA INJETAVEIS",Affordable
4203,"EUROFARMA LABORATORIOS S.A.","AGUA PARA INJETAVEIS",Affordable
4219,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE DOXORRUBICINA",Affordable
4221,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO FISIOLOGICA DE CLORETO DE SODIO EQUIPLEX",Affordable
4222,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO FISIOLOGICA DE CLORETO DE SODIO EQUIPLEX",Affordable
4224,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO FISIOLOGICA DE CLORETO DE SODIO EQUIPLEX",Affordable
4225,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO GLICOFISIOLOGICA EQUIPLEX",Affordable
4226,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO GLICOFISIOLOGICA EQUIPLEX",Affordable
4228,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO GLICOFISIOLOGICA EQUIPLEX",Affordable
4240,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",NAUSEDRON,Costly
4247,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",FLUFENAN,Affordable
4249,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","HALO DECANOATO",Affordable
4264,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","AGUA PARA INJECAO",Affordable
4270,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","AGUA PARA INJECAO",Affordable
4275,"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,Costly
4281,"EUROFARMA LABORATORIOS S.A.",PANTOPRAZOL,Costly
4289,"PRATI DONADUZZI & CIA LTDA",CIMETIDINA,Affordable
4294,"PRATI DONADUZZI & CIA LTDA","BESILATO DE ANLODIPINO",Affordable
4296,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE DOXORRUBICINA",Affordable
4297,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE DOXORRUBICINA",Costly
4304,"EUROFARMA LABORATORIOS S.A.",DACARB,Affordable
4305,"EUROFARMA LABORATORIOS S.A.",DACARB,Costly
4318,"EUROFARMA LABORATORIOS S.A.",NAOX,Affordable
4319,"EMS S/A",PLAQUEVIX,Affordable
4321,"EUROFARMA LABORATORIOS S.A.",NORELBIN,Affordable
4322,"EUROFARMA LABORATORIOS S.A.",NORELBIN,Costly
4323,"EUROFARMA LABORATORIOS S.A.",NORELBIN,Costly
4324,"EUROFARMA LABORATORIOS S.A.","OMEPRAZOL SODICO",Costly
4326,"EUROFARMA LABORATORIOS S.A.","GLICOSE + CLORETO DE SODIO",Affordable
4335,"EUROFARMA LABORATORIOS S.A.",ANESYN,Affordable
4340,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE CEFEPIMA",Costly
4342,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE GENCITABINA",Affordable
4345,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","AGUA PARA INJECAO",Affordable
4347,"EUROFARMA LABORATORIOS S.A.","CEFOXITINA SODICA",Affordable
4348,"EUROFARMA LABORATORIOS S.A.","CEFOXITINA SODICA",Costly
4349,"EUROFARMA LABORATORIOS S.A.",CEFTAZIDIMA,Costly
4352,"EUROFARMA LABORATORIOS S.A.","CEFTRIAXONA SODICA",Costly
4359,"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,Costly
4375,"EUROFARMA LABORATORIOS S.A.",ACICLOVIR,Costly
4379,"EUROFARMA LABORATORIOS S.A.","OMEPRAZOL SODICO",Costly
4380,"EUROFARMA LABORATORIOS S.A.","FOLINATO DE CALCIO",Costly
4381,"EUROFARMA LABORATORIOS S.A.",PANTOPRAZOL,Costly
4391,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","DIPIRONA SODICA",Affordable
4393,"EUROFARMA LABORATORIOS S.A.",PACLITAX,Costly
4394,"EUROFARMA LABORATORIOS S.A.",PACLITAX,Costly
4395,"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,Costly
4397,"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,Costly
4398,"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,Costly
4403,"EUROFARMA LABORATORIOS S.A.","GLICOSE + CLORETO DE SODIO",Affordable
4407,"EUROFARMA LABORATORIOS S.A.","AGUA PARA INJETAVEIS",Affordable
4425,"EUROFARMA LABORATORIOS S.A.","AGUA PARA INJETAVEIS",Affordable
