1,bed_bath_table,MS,3,98.79
1,bed_bath_table,MT,4,750.24
1,bed_bath_table,PA,7,108.77
1,bed_bath_table,PE,3,149.97
1,bed_bath_table,PI,4,320.96
1,bed_bath_table,PR,33,216.71
1,bed_bath_table,RJ,110,162.86
1,bed_bath_table,RN,4,262.37
1,bed_bath_table,RO,1,129.92
1,bed_bath_table,RS,40,278.83
1,bed_bath_table,SC,23,197.15
1,bed_bath_table,SE,2,128.23
1,bed_bath_table,SP,354,274.56
1,bed_bath_table,TO,2,136.19
1,books_general_interest,AC,1,162.02
1,books_general_interest,BA,2,76.4
1,books_general_interest,CE,1,142.11
1,books_general_interest,GO,1,344.02
1,books_general_interest,MG,4,64.5
1,books_general_interest,PR,3,77.96
1,books_general_interest,RJ,7,64.85
1,books_general_interest,RN,10,70.45
1,books_general_interest,RS,4,77.18
1,books_general_interest,SP,10,81.7
1,books_imported,MG,1,79.2
1,books_imported,RJ,1,96.32
1,books_imported,SP,4,118.29
1,books_technical,ES,2,228.06
1,books_technical,GO,1,278.38
1,books_technical,MG,1,102.36
1,books_technical,PE,1,91.99
1,books_technical,RJ,2,40.55
1,books_technical,SP,9,55.74
1,christmas_supplies,BA,3,109.5
1,christmas_supplies,ES,1,136.96
1,christmas_supplies,RO,1,120.05
1,christmas_supplies,RS,2,256.43
1,christmas_supplies,SC,1,103.05
1,christmas_supplies,SP,1,88.28
1,cine_photo,SP,2,111.89
1,computers,BA,1,702.97
1,computers,MG,2,663.41
1,computers,MS,1,690.68
1,computers,PA,2,774.85
1,computers,RJ,3,654.41
1,computers,RS,2,1464.1
1,computers,SP,2,339.34
1,computers_accessories,AL,2,68.41
1,computers_accessories,AM,1,54.28
1,computers_accessories,AP,3,1166.56
1,computers_accessories,BA,21,179.98
1,computers_accessories,CE,7,196.5
1,computers_accessories,DF,11,93.77
1,computers_accessories,ES,12,141.29
1,computers_accessories,GO,12,205.81
1,computers_accessories,MA,7,185.03
1,computers_accessories,MG,85,419.86
1,computers_accessories,MS,6,136.0
1,computers_accessories,MT,2,60.79
1,computers_accessories,PA,6,586.8
1,computers_accessories,PB,4,122.43
1,computers_accessories,PE,7,341.76
1,computers_accessories,PI,6,185.54
1,computers_accessories,PR,27,194.83
1,computers_accessories,RJ,92,266.66
1,computers_accessories,RN,3,199.82
1,computers_accessories,RO,2,174.14
1,computers_accessories,RS,28,229.2
1,computers_accessories,SC,21,248.34
1,computers_accessories,SE,3,174.78
1,computers_accessories,SP,248,450.9
1,computers_accessories,TO,1,325.82
1,consoles_games,AL,1,738.57
1,consoles_games,BA,1,144.33
1,consoles_games,ES,3,503.74
1,consoles_games,MG,14,207.48
1,consoles_games,MT,1,49.29
1,consoles_games,PA,1,69.45
1,consoles_games,PE,1,240.89
1,consoles_games,PI,2,133.95
1,consoles_games,PR,4,213.24
1,consoles_games,RJ,6,200.23
1,consoles_games,RS,2,223.94
1,consoles_games,SC,3,176.07
1,consoles_games,SP,35,179.64
1,construction_tools_construction,BA,2,847.02
1,construction_tools_construction,MA,1,71.14
1,construction_tools_construction,MG,6,150.38
1,construction_tools_construction,MT,1,1586.47
1,construction_tools_construction,PR,4,159.96
1,construction_tools_construction,RJ,6,399.77
1,construction_tools_construction,RN,2,354.98
1,construction_tools_construction,RS,1,479.29
1,construction_tools_construction,SP,18,444.55
1,construction_tools_lights,SP,6,525.04
1,construction_tools_safety,CE,1,2468.7
1,construction_tools_safety,MG,2,468.19
1,construction_tools_safety,RS,2,247.32
1,construction_tools_safety,SC,1,409.83
1,construction_tools_safety,SP,3,244.93
1,cool_stuff,AL,1,179.7
1,cool_stuff,BA,13,132.45
1,cool_stuff,CE,3,379.53
1,cool_stuff,DF,7,185.86
1,cool_stuff,ES,11,314.58
1,cool_stuff,GO,9,133.65
1,cool_stuff,MA,2,194.19
1,cool_stuff,MG,33,178.88
1,cool_stuff,MS,3,431.59
1,cool_stuff,MT,5,179.38
1,cool_stuff,PA,3,800.21
1,cool_stuff,PB,1,525.46
1,cool_stuff,PE,5,141.99
1,cool_stuff,PR,16,299.22
1,cool_stuff,RJ,42,217.44
1,cool_stuff,RN,2,239.79
1,cool_stuff,RO,4,300.28
1,cool_stuff,RS,19,168.43
1,cool_stuff,SC,14,337.96
1,cool_stuff,SE,2,436.19
1,cool_stuff,SP,126,139.11
1,costruction_tools_garden,BA,1,151.14
1,costruction_tools_garden,CE,1,42.23
1,costruction_tools_garden,DF,1,144.56
1,costruction_tools_garden,GO,2,85.7
1,costruction_tools_garden,PI,2,107.04
1,costruction_tools_garden,PR,1,637.23
1,costruction_tools_garden,RJ,5,599.67
1,costruction_tools_garden,RS,2,40.86
1,costruction_tools_garden,SC,1,101.84
1,costruction_tools_garden,SP,5,175.18
1,costruction_tools_tools,GO,1,170.19
1,costruction_tools_tools,MG,3,49.88
1,costruction_tools_tools,PA,1,52.63
1,costruction_tools_tools,RJ,1,208.48
1,costruction_tools_tools,RS,2,57.09
1,diapers_and_hygiene,SP,1,565.35
1,drinks,BA,1,58.59
1,drinks,CE,2,132.17
1,drinks,GO,1,438.7
1,drinks,MG,2,72.65
1,drinks,MS,2,63.6
1,drinks,PR,2,68.63
1,drinks,RJ,8,135.73
1,drinks,RS,2,63.6
1,drinks,SC,1,73.65
1,drinks,SP,19,90.72
1,dvds_blu_ray,PR,1,71.7
1,dvds_blu_ray,SC,1,46.05
1,dvds_blu_ray,SP,1,50.53
1,electronics,AL,1,43.05
1,electronics,AP,1,34.8
1,electronics,BA,17,84.28
1,electronics,CE,6,65.94
1,electronics,DF,5,133.81
1,electronics,ES,11,89.11
1,electronics,GO,5,29.22
1,electronics,MA,1,34.8
1,electronics,MG,30,223.01
1,electronics,MS,3,100.43
1,electronics,MT,2,41.61
1,electronics,PA,3,302.29
1,electronics,PB,2,979.78
1,electronics,PE,4,45.84
1,electronics,PI,2,48.04
1,electronics,PR,25,73.93
1,electronics,RJ,54,93.87
1,electronics,RN,2,55.51
1,electronics,RO,1,47.8
1,electronics,RS,22,57.62
1,electronics,SC,13,53.7
1,electronics,SE,2,146.36
1,electronics,SP,121,56.26
1,fashio_female_clothing,RJ,1,69.45
1,fashio_female_clothing,SP,4,57.46
1,fashion_bags_accessories,AC,1,121.2
1,fashion_bags_accessories,BA,7,127.49
1,fashion_bags_accessories,CE,4,50.35
1,fashion_bags_accessories,DF,3,85.63
1,fashion_bags_accessories,ES,5,76.09
1,fashion_bags_accessories,GO,3,93.39
1,fashion_bags_accessories,MA,1,106.5
1,fashion_bags_accessories,MG,20,101.25
1,fashion_bags_accessories,MS,2,45.55
1,fashion_bags_accessories,MT,1,98.04
1,fashion_bags_accessories,PA,2,39.26
1,fashion_bags_accessories,PE,3,51.07
1,fashion_bags_accessories,PR,16,56.37
1,fashion_bags_accessories,RJ,12,148.66
1,fashion_bags_accessories,RS,4,86.21
1,fashion_bags_accessories,SC,8,148.27
1,fashion_bags_accessories,SP,54,91.24
1,fashion_male_clothing,GO,1,76.08
1,fashion_male_clothing,MG,1,406.47
1,fashion_male_clothing,MT,1,183.85
1,fashion_male_clothing,PA,1,159.11
1,fashion_male_clothing,RS,1,58.6
1,fashion_male_clothing,SP,1,72.66
1,fashion_shoes,BA,1,59.31
1,fashion_shoes,ES,1,102.74
1,fashion_shoes,MG,2,74.71
1,fashion_shoes,PR,1,70.22
1,fashion_shoes,SC,1,616.66
1,fashion_shoes,SP,2,60.98
1,fashion_sport,SC,1,75.07
1,fashion_sport,SP,1,288.9
1,fashion_underwear_beach,BA,1,172.53
1,fashion_underwear_beach,DF,1,102.15
1,fashion_underwear_beach,MG,2,122.95
1,fashion_underwear_beach,PA,1,85.6
1,fashion_underwear_beach,RJ,1,69.0
1,fashion_underwear_beach,SP,4,93.24
1,fixed_telephony,AM,1,41.14
1,fixed_telephony,BA,1,43.69
1,fixed_telephony,GO,2,142.8
1,fixed_telephony,MG,1,25.51
1,fixed_telephony,PB,1,1437.1
1,fixed_telephony,RJ,3,20.68
1,fixed_telephony,RS,5,76.91
1,fixed_telephony,SP,15,95.57
1,flowers,MG,1,98.13
1,flowers,MS,1,46.3
1,flowers,PE,1,217.68
1,flowers,RJ,2,37.81
1,flowers,RS,1,38.91
1,flowers,SP,1,100.35
1,food,GO,1,225.21
1,food,PE,1,53.53
1,food,PR,1,52.95
1,food,RJ,2,64.01
1,food,SC,2,53.86
1,food,SP,14,51.39
1,food_drink,CE,1,79.86
1,food_drink,ES,1,57.72
1,food_drink,MG,1,27.69
1,food_drink,PE,1,43.62
1,food_drink,PR,1,52.59
1,food_drink,RJ,2,33.5
1,food_drink,RN,1,68.0
1,food_drink,SP,2,62.93
1,furniture_bedroom,PR,7,17.76
1,furniture_bedroom,RS,1,230.75
1,furniture_bedroom,SP,5,178.26
1,furniture_decor,AC,2,537.75
1,furniture_decor,AL,3,479.07
1,furniture_decor,BA,16,245.04
1,furniture_decor,CE,11,174.92
1,furniture_decor,DF,10,196.35
1,furniture_decor,ES,10,91.63
1,furniture_decor,GO,10,300.23
1,furniture_decor,MA,5,180.92
1,furniture_decor,MG,81,312.0
1,furniture_decor,MS,3,193.74
1,furniture_decor,MT,6,142.32
1,furniture_decor,PA,6,294.74
1,furniture_decor,PB,2,175.38
1,furniture_decor,PE,8,229.38
1,furniture_decor,PI,2,215.57
1,furniture_decor,PR,24,224.2
1,furniture_decor,RJ,69,201.53
1,furniture_decor,RN,3,143.76
1,furniture_decor,RO,1,192.45
1,furniture_decor,RS,40,272.97
1,furniture_decor,SC,29,136.99
1,furniture_decor,SP,274,279.91
1,furniture_living_room,BA,1,55.21
1,furniture_living_room,GO,2,236.87
1,furniture_living_room,MG,2,98.83
1,furniture_living_room,MT,1,234.59
1,furniture_living_room,PR,1,75.16
1,furniture_living_room,RJ,9,228.79
1,furniture_living_room,SC,1,82.73
1,furniture_living_room,SP,13,138.5
1,furniture_mattress_and_upholstery,MG,1,137.35
1,furniture_mattress_and_upholstery,SC,1,137.35
1,furniture_mattress_and_upholstery,SP,7,142.24
1,garden_tools,AC,1,548.93
1,garden_tools,AL,2,123.87
1,garden_tools,AM,1,1853.75
1,garden_tools,BA,12,306.31
1,garden_tools,CE,2,164.07
1,garden_tools,DF,1,121.0
1,garden_tools,ES,4,93.3
1,garden_tools,GO,4,5243.78
1,garden_tools,MA,1,87.8
1,garden_tools,MG,37,245.74
1,garden_tools,MS,3,140.71
1,garden_tools,MT,5,262.37
1,garden_tools,PA,2,67.63
1,garden_tools,PB,1,87.8
1,garden_tools,PE,3,71.41
1,garden_tools,PR,12,196.29
1,garden_tools,RJ,42,207.7
1,garden_tools,RN,1,87.8
1,garden_tools,RS,17,280.26
1,garden_tools,SC,14,193.57
1,garden_tools,SE,2,87.8
1,garden_tools,SP,78,167.37
1,health_beauty,AL,4,142.41
1,health_beauty,BA,19,322.12
1,health_beauty,CE,12,259.66
1,health_beauty,DF,14,105.59
1,health_beauty,ES,6,200.66
1,health_beauty,GO,14,168.06
1,health_beauty,MA,6,713.14
1,health_beauty,MG,70,152.14
1,health_beauty,MS,4,357.14
1,health_beauty,MT,9,212.26
1,health_beauty,PA,2,263.6
1,health_beauty,PB,5,217.74
1,health_beauty,PE,14,253.64
1,health_beauty,PI,7,122.23
1,health_beauty,PR,35,197.5
1,health_beauty,RJ,70,151.65
1,health_beauty,RN,7,161.91
1,health_beauty,RO,1,239.28
1,health_beauty,RS,42,133.88
1,health_beauty,SC,20,136.58
1,health_beauty,SE,1,860.95
1,health_beauty,SP,289,147.03
1,health_beauty,TO,3,263.6
1,home_appliances,BA,1,64.38
1,home_appliances,MG,5,127.8
1,home_appliances,MS,1,29.1
1,home_appliances,PR,1,180.9
1,home_appliances,RJ,5,79.16
1,home_appliances,RS,1,69.06
1,home_appliances,SC,1,29.1
1,home_appliances,SP,12,67.95
1,home_appliances_2,DF,1,939.11
1,home_appliances_2,GO,1,53.0
1,home_appliances_2,MG,2,394.27
1,home_appliances_2,MS,1,172.5
1,home_appliances_2,MT,1,236.9
1,home_appliances_2,PR,2,422.66
1,home_appliances_2,RJ,2,1190.41
1,home_appliances_2,SC,2,520.27
1,home_appliances_2,SP,7,273.9
1,home_comfort_2,SP,2,47.78
1,home_confort,DF,1,210.47
1,home_confort,GO,1,271.58
1,home_confort,MG,2,485.05
1,home_confort,PI,2,266.21
1,home_confort,PR,1,656.9
1,home_confort,RS,2,149.16
1,home_confort,SC,1,41.5
1,home_confort,SP,8,145.83
1,home_construction,AL,1,449.92
1,home_construction,BA,1,1809.51
1,home_construction,CE,2,1230.7
1,home_construction,ES,1,165.3
1,home_construction,MG,2,263.71
1,home_construction,PI,1,77.4
1,home_construction,PR,2,81.42
1,home_construction,RJ,1,165.0
1,home_construction,RS,2,414.65
1,home_construction,SC,2,141.3
1,home_construction,SP,13,264.97
1,housewares,BA,10,178.65
1,housewares,CE,3,2865.17
1,housewares,DF,6,142.78
1,housewares,ES,5,140.9
1,housewares,GO,5,70.44
1,housewares,MA,3,128.52
1,housewares,MG,42,240.89
1,housewares,MS,2,123.81
1,housewares,MT,3,151.31
1,housewares,PA,1,411.35
1,housewares,PE,6,166.56
1,housewares,PR,16,146.57
1,housewares,RJ,40,310.46
1,housewares,RS,17,89.38
1,housewares,SC,21,251.3
1,housewares,SP,162,155.25
1,housewares,TO,1,510.78
1,industry_commerce_and_business,GO,2,251.22
1,industry_commerce_and_business,MG,1,212.09
1,industry_commerce_and_business,PE,1,1243.62
1,industry_commerce_and_business,PI,2,97.13
1,industry_commerce_and_business,RJ,1,127.05
1,industry_commerce_and_business,RO,1,127.9
1,industry_commerce_and_business,RS,1,131.05
1,industry_commerce_and_business,SC,1,128.02
1,industry_commerce_and_business,SP,6,440.16
1,kitchen_dining_laundry_garden_furniture,BA,1,128.2
1,kitchen_dining_laundry_garden_furniture,CE,1,221.8
1,kitchen_dining_laundry_garden_furniture,MG,2,400.59
1,kitchen_dining_laundry_garden_furniture,RJ,3,153.6
1,kitchen_dining_laundry_garden_furniture,RS,3,332.74
1,kitchen_dining_laundry_garden_furniture,SC,2,146.14
1,kitchen_dining_laundry_garden_furniture,SP,9,354.52
1,la_cuisine,SP,1,130.03
1,luggage_accessories,AC,1,52.57
1,luggage_accessories,AL,1,381.76
1,luggage_accessories,AM,1,371.19
1,luggage_accessories,CE,1,138.15
1,luggage_accessories,DF,4,189.25
1,luggage_accessories,ES,2,551.33
1,luggage_accessories,GO,1,41.09
1,luggage_accessories,MG,25,199.84
1,luggage_accessories,MS,2,236.41
1,luggage_accessories,PB,1,90.9
1,luggage_accessories,PE,1,138.15
1,luggage_accessories,PR,5,135.46
1,luggage_accessories,RJ,14,158.46
1,luggage_accessories,RS,5,229.96
1,luggage_accessories,SC,3,129.41
1,luggage_accessories,SE,1,75.59
1,luggage_accessories,SP,59,167.05
1,market_place,DF,1,42.03
1,market_place,MG,2,59.3
1,market_place,MS,1,150.19
1,market_place,MT,1,103.33
1,market_place,PA,1,87.83
1,market_place,SE,1,45.4
1,market_place,SP,11,912.19
1,music,PR,2,18.62
1,music,RJ,1,40.07
1,musical_instruments,AC,1,79.28
1,musical_instruments,AP,1,222.71
1,musical_instruments,BA,6,186.85
1,musical_instruments,CE,2,497.07
1,musical_instruments,ES,2,338.78
1,musical_instruments,MA,1,99.13
1,musical_instruments,MG,8,312.7
1,musical_instruments,MS,1,187.53
1,musical_instruments,PA,1,84.69
1,musical_instruments,PE,1,108.86
1,musical_instruments,PR,1,90.66
1,musical_instruments,RJ,1,619.86
1,musical_instruments,RS,2,1110.83
1,musical_instruments,SC,3,272.01
1,musical_instruments,SP,21,371.86
1,office_furniture,AL,1,398.63
1,office_furniture,AM,1,83.05
1,office_furniture,BA,6,904.26
1,office_furniture,DF,3,246.72
1,office_furniture,ES,2,165.23
1,office_furniture,GO,3,121.05
1,office_furniture,MA,2,409.15
1,office_furniture,MG,12,452.85
1,office_furniture,MT,1,271.63
1,office_furniture,PA,1,200.33
1,office_furniture,PE,2,195.48
1,office_furniture,PI,1,325.75
1,office_furniture,PR,5,1321.55
1,office_furniture,RJ,18,403.91
1,office_furniture,RO,2,516.81
1,office_furniture,RS,7,408.03
1,office_furniture,SC,5,349.61
1,office_furniture,SP,41,553.93
1,party_supplies,RJ,1,84.63
1,party_supplies,RS,1,85.63
1,perfumery,AL,1,75.17
1,perfumery,BA,5,125.06
1,perfumery,CE,2,116.99
1,perfumery,DF,6,182.31
1,perfumery,ES,1,25.7
1,perfumery,GO,3,132.27
1,perfumery,MA,2,255.17
1,perfumery,MG,34,126.44
1,perfumery,MS,4,111.75
1,perfumery,MT,3,79.05
1,perfumery,PA,4,106.3
1,perfumery,PI,1,35.14
1,perfumery,PR,11,76.96
1,perfumery,RJ,33,140.45
1,perfumery,RN,3,183.33
1,perfumery,RO,1,125.09
1,perfumery,RS,20,160.58
1,perfumery,SC,10,215.42
1,perfumery,SE,2,78.2
1,perfumery,SP,96,146.83
1,pet_shop,AL,1,184.36
1,pet_shop,BA,8,175.66
1,pet_shop,CE,1,19.44
1,pet_shop,DF,4,354.21
1,pet_shop,ES,2,251.67
1,pet_shop,MA,1,177.52
1,pet_shop,MG,11,222.19
1,pet_shop,MS,2,134.67
1,pet_shop,MT,1,209.46
1,pet_shop,PA,1,193.47
1,pet_shop,PB,1,151.7
1,pet_shop,PE,1,115.56
1,pet_shop,PI,1,20.19
1,pet_shop,PR,7,33.82
1,pet_shop,RJ,5,204.33
1,pet_shop,RS,3,109.39
1,pet_shop,SC,6,172.09
1,pet_shop,SP,33,216.53
1,pet_shop,TO,1,135.92
1,security_and_services,RO,1,209.06
1,signaling_and_security,BA,1,45.78
1,signaling_and_security,PR,1,149.23
1,signaling_and_security,SP,5,348.53
1,small_appliances,BA,1,86.8
1,small_appliances,CE,1,333.54
1,small_appliances,DF,2,211.66
1,small_appliances,ES,1,581.11
1,small_appliances,GO,3,648.35
1,small_appliances,MG,7,420.75
1,small_appliances,MS,1,76.09
1,small_appliances,MT,1,668.25
1,small_appliances,PA,1,223.88
1,small_appliances,PR,4,309.73
1,small_appliances,RJ,8,531.3
1,small_appliances,RO,1,125.15
1,small_appliances,RS,1,783.21
1,small_appliances,SC,1,208.08
1,small_appliances,SP,25,239.19
1,small_appliances_home_oven_and_coffee,SP,1,385.13
1,sports_leisure,AL,5,165.47
1,sports_leisure,AM,2,77.34
1,sports_leisure,AP,2,129.56
1,sports_leisure,BA,18,557.97
1,sports_leisure,CE,3,104.83
1,sports_leisure,DF,11,666.9
1,sports_leisure,ES,13,168.38
1,sports_leisure,GO,15,144.34
1,sports_leisure,MA,6,771.01
1,sports_leisure,MG,75,190.48
1,sports_leisure,MS,8,350.17
1,sports_leisure,MT,11,373.29
1,sports_leisure,PA,6,739.52
1,sports_leisure,PB,4,134.25
1,sports_leisure,PE,6,493.42
1,sports_leisure,PI,5,604.76
1,sports_leisure,PR,40,132.95
1,sports_leisure,RJ,75,175.12
1,sports_leisure,RN,1,215.55
1,sports_leisure,RO,1,75.08
1,sports_leisure,RR,1,162.79
1,sports_leisure,RS,33,237.25
1,sports_leisure,SC,34,213.14
1,sports_leisure,SE,3,125.8
1,sports_leisure,SP,269,219.6
1,sports_leisure,TO,1,379.32
1,stationery,AL,2,119.25
1,stationery,AM,1,179.45
1,stationery,BA,11,117.58
1,stationery,CE,6,214.9
1,stationery,DF,6,103.61
1,stationery,ES,10,126.91
1,stationery,GO,7,548.63
1,stationery,MA,4,133.72
1,stationery,MG,43,326.98
1,stationery,MS,4,299.4
1,stationery,MT,5,244.66
1,stationery,PA,2,173.97
1,stationery,PB,4,189.65
1,stationery,PE,6,78.07
1,stationery,PI,3,150.67
1,stationery,PR,25,108.4
1,stationery,RJ,46,143.9
1,stationery,RN,2,66.1
1,stationery,RO,1,99.15
1,stationery,RR,1,115.65
1,stationery,RS,20,119.96
1,stationery,SC,13,106.89
1,stationery,SP,163,117.96
1,stationery,TO,1,56.79
1,tablets_printing_image,SP,3,82.89
1,telephony,AL,7,165.53
1,telephony,AM,2,61.14
1,telephony,AP,2,66.09
1,telephony,BA,16,53.91
1,telephony,CE,8,52.4
1,telephony,DF,7,47.15
1,telephony,ES,10,107.08
1,telephony,GO,9,40.34
1,telephony,MA,5,126.54
1,telephony,MG,42,82.72
1,telephony,MS,2,99.34
1,telephony,MT,13,55.82
1,telephony,PA,5,82.53
1,telephony,PB,3,103.78
1,telephony,PE,19,75.25
1,telephony,PI,2,56.59
1,telephony,PR,31,48.65
1,telephony,RJ,27,68.76
1,telephony,RO,2,50.59
1,telephony,RS,14,49.58
1,telephony,SC,17,127.13
1,telephony,SE,2,62.64
1,telephony,SP,121,66.09
1,telephony,TO,2,65.62
1,toys,AL,1,286.75
1,toys,AM,1,76.17
1,toys,BA,6,140.72
1,toys,CE,1,48.13
1,toys,DF,3,79.87
1,toys,ES,6,97.7
1,toys,GO,3,100.98
1,toys,MA,2,312.76
1,toys,MG,21,138.15
1,toys,MS,4,160.78
1,toys,MT,3,138.35
1,toys,PA,1,328.35
1,toys,PB,1,111.33
1,toys,PE,1,121.49
1,toys,PR,14,103.92
1,toys,RJ,30,132.24
1,toys,RN,3,159.35
1,toys,RS,6,169.01
1,toys,SC,11,204.48
1,toys,SP,81,189.78
1,toys,TO,2,179.68
1,watches_gifts,AL,1,247.37
1,watches_gifts,AP,2,254.28
1,watches_gifts,BA,13,200.72
1,watches_gifts,CE,8,232.12
1,watches_gifts,DF,7,348.96
1,watches_gifts,ES,8,286.9
1,watches_gifts,GO,11,261.85
1,watches_gifts,MA,8,223.0
1,watches_gifts,MG,39,204.39
1,watches_gifts,MS,1,110.44
1,watches_gifts,MT,2,190.04
1,watches_gifts,PA,7,292.73
1,watches_gifts,PE,5,134.89
1,watches_gifts,PI,2,242.55
1,watches_gifts,PR,14,4500.21
1,watches_gifts,RJ,48,299.64
1,watches_gifts,RN,3,187.0
1,watches_gifts,RS,11,271.97
1,watches_gifts,SC,16,171.18
1,watches_gifts,SE,1,77.69
1,watches_gifts,SP,138,275.21
1,watches_gifts,TO,3,601.74
2,agro_industry_and_commerce,CE,1,1368.45
2,agro_industry_and_commerce,GO,2,269.73
2,agro_industry_and_commerce,MG,4,162.01
2,agro_industry_and_commerce,MS,3,198.06
2,agro_industry_and_commerce,MT,1,445.32
2,agro_industry_and_commerce,PE,1,472.67
2,agro_industry_and_commerce,PR,1,429.09
2,agro_industry_and_commerce,RJ,6,250.68
2,agro_industry_and_commerce,SP,9,143.68
2,air_conditioning,BA,3,214.73
2,air_conditioning,DF,1,215.15
2,air_conditioning,ES,2,211.51
2,air_conditioning,MG,3,153.2
2,air_conditioning,RJ,4,238.51
2,air_conditioning,SP,10,422.77
2,art,BA,1,134.64
2,art,PB,1,154.18
2,art,PE,1,144.22
2,art,PI,1,462.54
2,art,PR,1,61.5
2,art,RJ,2,88.95
2,art,RS,1,51.6
2,art,SP,4,109.87
2,audio,ES,2,119.54
2,audio,GO,1,608.88
2,audio,MG,2,26.48
2,audio,MT,1,192.67
2,audio,PR,1,190.98
2,audio,RJ,4,260.97
2,audio,RS,2,48.97
2,audio,SP,7,115.3
2,auto,AL,3,515.02
2,auto,BA,11,222.6
2,auto,CE,7,140.38
2,auto,DF,10,278.95
2,auto,ES,6,241.97
2,auto,GO,7,165.02
2,auto,MA,5,160.76
2,auto,MG,54,260.51
2,auto,MS,4,82.56
2,auto,MT,8,203.34
2,auto,PA,8,209.83
2,auto,PB,2,100.47
2,auto,PE,9,220.79
2,auto,PR,22,316.31
2,auto,RJ,43,117.21
2,auto,RN,1,34.84
2,auto,RO,1,34.34
2,auto,RS,21,161.48
2,auto,SC,15,148.91
2,auto,SP,142,159.14
2,auto,TO,1,165.71
2,baby,AL,1,263.24
2,baby,AM,1,51.14
2,baby,BA,3,169.93
2,baby,CE,5,116.36
2,baby,DF,6,189.42
2,baby,ES,7,110.81
2,baby,GO,1,769.99
2,baby,MA,4,214.09
2,baby,MG,21,197.25
2,baby,MS,2,123.56
2,baby,MT,2,157.21
2,baby,PA,5,152.96
2,baby,PE,4,119.68
2,baby,PI,1,236.91
2,baby,PR,13,262.04
2,baby,RJ,22,221.09
2,baby,RN,2,140.44
2,baby,RO,2,180.04
2,baby,RR,1,83.17
2,baby,RS,10,221.24
2,baby,SC,5,323.84
2,baby,SP,83,165.28
2,baby,TO,1,563.07
2,bed_bath_table,AL,1,38.05
2,bed_bath_table,AM,2,139.92
2,bed_bath_table,BA,25,142.75
2,bed_bath_table,CE,5,464.05
2,bed_bath_table,DF,14,223.45
2,bed_bath_table,ES,16,253.03
2,bed_bath_table,GO,22,181.18
2,bed_bath_table,MA,2,149.42
2,bed_bath_table,MG,94,159.51
2,bed_bath_table,MS,5,80.71
2,bed_bath_table,MT,4,159.61
2,bed_bath_table,PA,1,119.97
2,bed_bath_table,PB,2,214.32
2,bed_bath_table,PE,6,149.67
2,bed_bath_table,PI,2,256.46
2,bed_bath_table,PR,41,258.6
2,bed_bath_table,RJ,102,138.09
2,bed_bath_table,RN,1,57.05
2,bed_bath_table,RO,2,1135.04
2,bed_bath_table,RR,1,116.92
2,bed_bath_table,RS,34,138.51
2,bed_bath_table,SC,22,147.49
2,bed_bath_table,SP,335,173.12
2,books_general_interest,BA,1,142.89
2,books_general_interest,CE,2,200.61
2,books_general_interest,MG,1,132.25
2,books_general_interest,PE,1,71.79
